#
# This data is provided by behindthename.com and is licensed under CC BY-SA 4.0.
# To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/4.0
#
# Given names, their genders and synonyms, exported from the behindthename.com database.
# Fri, 26 Sep 2025 23:27:02 -0700
#
# name	gender	related
Akito	m	Akihito
Akiva	m	Akiba,Yaakov,Yakov
Akli	m	
Akmad	m	
Akmal	m	Kamel,Kamil
Akmaral	f	Aqmaral
Akmat	m	
Akniet	fm	Aqniet
Akoni	m	Anakoni
Ákos	m	
Akosua	f	
Akpan	m	
Akpofure	mf	
Akram	mf	Kareem,Karim
Akrom	m	
Aksana	f	Axana,Ksenia,Kseniya
Aksel	m	Axel
Akseli	m	
Akshay	m	
Aksinia	f	Aksinya
Aksinya	f	Aksinia
Aktaie	f	Actaea
Aktaion	m	Actaeon
Aktor	m	Actor
Aku	mf	Aukusti,Kusti
Akua	f	Ekua
Akuchi	fm	
Akulina	f	
Akvilė	f	
Al	m	Alan,Albert,Albie,Alec,Alex,Alexander,Allan,Allen,Allyn,Bert,Bertie,Lex,Sandy,Xander,Zander
Ala	mf	Ada,Alaa,Alicja,Alina
Alaa	mf	Ala
Ala ad-Din	m	Ala al-Din
Ala al-Din	m	Ala ad-Din
Alaattin	m	
Alaba	fm	
Aladdin	m	
Alahia	f	Alaia
Alaia	f	Alahia
Alain	m	Alan,Allain
Alaina	f	Alana,Alanna,Alannah,Alayna,Aliana,Allyn,Lana
Alaiya	f	
Alajos	m	
Alam	m	
Al-Amir	m	Aamir,Ameer,Amir
Alan	m	Ailean,Al,Alain,Allain,Allan,Allen,Allyn
Alana	f	Alaina,Alanna,Alannah,Alayna,Aliana,Allyn,Lana
Alani	f	
Alanis	f	Alaina,Alana,Alanna,Alannah,Alayna,Aliana,Allyn,Lana
Alanna	f	Alaina,Alana,Alannah,Alayna,Aliana,Allyn,Lana
Alannah	f	Alaina,Alana,Alanna,Alayna,Aliana,Allyn,Lana
Alannis	f	Alaina,Alana,Alanna,Alannah,Alayna,Aliana,Allyn,Lana
Alaois	m	
Alard	m	Adalhard
Alareiks	m	Alaric
Alaric	m	Alareiks
Alasdair	m	Alastair,Alistair,Alister,Ally
Alassane	m	Alhassan,Lassana
Alastair	m	Alasdair,Alistair,Alister,Ally
Alastar	m	
Alastor	m	
Alastríona	f	
Alawar	m	
Alaya	f	
Alayah	f	
Alayna	f	Alaina,Alana,Alanna,Alannah,Aliana,Allyn,Lana
Alazne	f	
Alba	f	Elba
Albaer	m	Baer,Bèr
Alban	m	
Albana	f	
Albane	f	
Albano	m	
Albanus	m	
Albarīks	m	
Albaweniz	m	
Albena	f	
Alberic	m	Alberich
Alberich	m	Alberic
Alberico	m	
Albert	m	Adalberht,Adalbert,Adelbert,Al,Albertus,Albie,Albrecht,Alik,Aubert,Bert,Bertie
Alberta	f	Albertina,Bertie,Bertina,Birdie
Albertas	m	
Alberte	mf	Albertine
Albertina	f	Alberta
Albertine	f	Alberte
Albertino	m	Adalberto,Alberto,Berto
Alberto	m	Adalberto,Albertino,Berto
Alberts	m	
Albertus	m	Adalberht,Adalbert,Albert
Albie	m	Al,Albert,Bert,Bertie
Albín	m	
Albin	m	Aubin,Bine
Albína	f	
Albina	f	Alina,Alya
Albinas	m	
Albine	f	
Albino	m	
Albinus	m	
Alboin	m	Alfwin
Alborz	m	
Albrecht	m	Adalbert,Adelbert,Albert
Albus	m	
Alby	m	Ailbhe
Alcaeus	m	Alkaios
Alcestis	f	Alkestis
Alcetas	m	Alketas
Alcibiades	m	Alkibiades
Alcide	m	
Alcides	m	Alkeides
Alcina	f	
Alcinoe	f	
Alcinous	m	Alkinoos
Alcione	f	
Alcippe	f	Alkippe
Alcmene	f	Alkmene
Alcyone	f	Alkyone,Halcyone,Halkyone
Alda	f	Aldina,Dina
Aldara	f	
Aldebrand	m	
Aldegar	m	
Aldegonda	f	
Aldegund	f	Adalgund,Adelgundis,Aldegundis
Aldegundis	f	Adalgund,Adelgundis,Aldegund
Alden	m	
Alder	m	
Aldéric	m	
Aldert	m	
Aldhard	m	
Aldin	m	
Aldina	f	Alda,Dina
Aldith	f	Aldus
Aldiyar	m	
Aldo	m	
Aldona	f	
Aldous	m	
Aldreda	f	Etheldred,Etheldreda
Aldric	m	
Aldus	mf	Aldith
Aldwin	m	
Ale	mf	Adde,Ade,Aike,Alejandra,Alejandro,Aleksanteri,Aleksi,Alessandro,Álex,Alke,Alle,Atse,Samppa,Sandro,Santeri,Santtu
Alea	f	Aaliyah,Aleah
Aleah	f	Aaliyah
Alease	f	Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Elisha,Lesia,Lisha,Lyssa
Alec	m	Al,Alex,Alexander,Lex,Sandy,Xander,Zander
Alecia	f	Alease,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Elisha,Lesia,Lisha,Lyssa
Aleĉjo	m	Aleksandro
Alecto	f	Alekto
Aled	m	
Aleesha	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Elisha,Lesia,Lisha,Lyssa
Aleh	m	
Aleid	f	
Aleida	f	Adelaida,Aleyda
Áleifr	m	
Aleix	m	
Aleixo	m	
Alejandra	f	Ale
Alejandro	m	Ale,Álex
Alejna	f	
Alejo	m	Alexis
Aleka	f	Alexandra
Alekos	m	Alex,Alexandros
Aleks	mf	Aleksander,Aleksandr,Aleksandra,Aleksandrina,Aleksei,Aleksej,Aleksey,Aleš,Alesya,Alex,Alexandr,Alexandra,Alexei,Alexey,Alexsandr,Alik,Alya,Alyosha,Asya,Lyosha,Olek,Sandi,Sanya,Saša,Sasha,Sashenka,Sashok,Sašo,Shura
Aleksa	m	Aca,Aco,Aleksandar,Saša
Aleksandar	m	Aca,Ace,Aco,Aleksa,Sandi,Saša,Sasho,Saško,Sašo,Skender
Aleksandër	m	Skënder
Aleksander	m	Aleks,Aleš,Alex,Alexander,Olek,Sander,Sandi,Saša,Sašo
Aleksandr	m	Aleks,Alex,Alexandr,Alexsandr,Alik,Sanya,Sasha,Sashok,Shura
Aleksandra	f	Aleks,Aleksandrina,Alesya,Alexandra,Alja,Alya,Asya,Ola,Sanda,Santa,Sanya,Saša,Sasha,Sashenka,Sashka,Saška,Shura
Aleksandras	m	
Aleksandre	m	Sandro
Aleksandrina	f	Aleks,Aleksandra,Alesya,Alexandra,Alya,Asya,Sanya,Sasha,Sashenka,Sashka,Shura
Aleksandro	m	Aleĉjo
Aleksandrs	m	Sandis
Aleksandrŭ	m	
Aleksanteri	m	Ale,Samppa,Santeri,Santtu
Aleksei	m	Aleks,Aleksey,Alex,Alexei,Alexey,Alyosha,Lyosha
Aleksej	m	Aleks,Aleš
Aleksejs	m	
Aleksey	m	Aleks,Aleksei,Alex,Alexei,Alexey,Alyosha,Lyosha
Aleksi	m	Ale
Alekss	m	
Aleksy	m	
Alekto	f	Alecto
Alem	m	
Alemayehu	mf	
Alen	m	
Alena	f	Alenka,Ela,Elena,Ella,Helena,Helene,Helenka,Hella,Lena,Leni,Lenka,Magda,Magdaléna,Magdalena,Magdalene,Majda
Alene	f	Adaline,Adalyn,Adalynn,Addie,Addilyn,Addy,Adeline,Adelyn,Adelynn,Aileen,Aline,Eileen,Ilene
Alenka	f	Alena,Ela,Helena,Magda,Magdalena,Majda
Aleš	m	Aleks,Aleksander,Aleksej,Alex,Alexander,Alexandr,Alexej,Sandi,Saša,Sašo
Alesander	m	
Alesha	f	Alease,Alecia,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Elisha,Lesia,Lisha,Lyssa
Alesia	f	Alease,Alecia,Alesha,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Elisha,Lesia,Lisha,Lyssa
Alessa	f	Alessandra,Sandra
Alessandra	f	Alessa,Sandra
Alessandro	m	Ale,Sandro
Alessia	f	
Alessio	m	
Alesya	f	Aleks,Aleksandra,Aleksandrina,Alexandra,Aliaksandra,Alya,Asya,Sanya,Sasha,Sashenka,Shura
Aleta	f	
Aletha	f	Alethea,Letha
Alethea	f	Aletha,Letha
Alevtina	f	
Álex	m	Ale,Alejandro
Àlex	m	Alexandre
Alex	mf	Al,Alec,Alekos,Aleks,Aleksander,Aleksandr,Aleksei,Aleksey,Aleš,Alexa,Alexander,Alexandr,Alexandra,Alexandre,Alexandrea,Alexandria,Alexandros,Alexandru,Alexei,Alexey,Alexina,Alexsandr,Ali,Alik,Allie,Ally,Alyosha,Lex,Lexa,Lexi,Lexie,Lexine,Lexy,Lyosha,Sander,Sandie,Sándor,Sandu,Sandy,Sanya,Sanyi,Sasha,Sashok,Shura,Xande,Xander,Xandra,Zander,Zandra
Alexa	f	Alex,Alexandra,Alexandrea,Alexandria,Alexina,Ali,Allie,Ally,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Szandra,Zandra
Alexander	m	Al,Alec,Aleksander,Aleš,Alex,Alexandros,Lex,Sander,Sándor,Sandy,Sanyi,Xander,Zander
Alexandr	m	Aleks,Aleksandr,Aleš,Alex,Alexsandr,Alik,Sanya,Sasha,Sashok,Shura
Alexandra	f	Aleka,Aleks,Aleksandra,Aleksandrina,Alesya,Alex,Alexa,Alexandrea,Alexandria,Alexandrina,Alexandrine,Alexina,Ali,Allie,Ally,Alya,Andra,Asya,Lexa,Lexi,Lexie,Lexine,Lexy,Sanda,Sandie,Sandy,Sanya,Sasha,Sashenka,Shura,Szandra,Xandra,Zandra
Alexandre	m	Àlex,Alex,Xande
Alexandrea	f	Alex,Alexa,Alexandra,Alexandria,Alexina,Ali,Allie,Ally,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Zandra
Alexandria	f	Alex,Alexa,Alexandra,Alexandrea,Alexina,Ali,Allie,Ally,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Zandra
Alexandrie	f	Alexandra,Alexandrine
Alexandrina	f	Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexina,Ali,Allie,Ally,Andra,Lexa,Lexi,Lexie,Lexine,Lexy,Sanda,Sandie,Sandy,Zandra
Alexandrine	f	Alexandra
Alexandros	m	Alekos,Alex,Alexander
Alexandru	m	Alex,Sandu
Alexei	m	Aleks,Aleksei,Aleksey,Alex,Alexey,Alyosha,Lyosha
Alexej	m	Aleš
Alexey	m	Aleks,Aleksei,Aleksey,Alex,Alexei,Alyosha,Lyosha
Alèxia	f	
Alexia	f	Alexina,Alexis,Alexus,Lexi,Lexia,Lexie,Lexine,Lexus,Lexy
Alexina	f	Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexia,Alexis,Alexus,Ali,Allie,Ally,Lexa,Lexi,Lexia,Lexie,Lexine,Lexus,Lexy,Sandie,Sandy,Zandra
Alexios	m	Alexius
Alexis	mf	Alejo,Alexia,Alexina,Alexus,Lexi,Lexia,Lexie,Lexine,Lexus,Lexy
Alexius	m	Alexios
Alexsandr	m	Aleks,Aleksandr,Alex,Alexandr,Alik,Sanya,Sasha,Sashok,Shura
Alexus	f	Alexia,Alexina,Alexis,Lexi,Lexia,Lexie,Lexine,Lexus,Lexy
Aleyda	f	Adelaida,Aleida
Aleyna	f	
Alf	m	Adolf,Alfie,Alfr,Alfred,Alv,Alve
Alfarr	m	
Alfbern	m	
Alfeo	m	
Alfhard	m	
Alfher	m	
Alfhild	f	
Alfhildr	f	
Älfiä	f	Alfia
Alfia	f	Älfiä,Älfiya
Alfie	m	Alf,Alfred
Alfio	m	
Älfiya	f	Alfia
Alfiya	f	
Alfons	m	Fons
Alfonsa	f	Alfonsina
Alfonsas	m	
Alfonsina	f	Alfonsa
Alfonso	m	Alonso
Alfonz	m	
Alfr	m	Alf
Alfréd	m	
Alfred	m	Alf,Alfie,Fred
Alfreda	f	Freda,Freddie
Alfredas	m	
Alfredo	m	
Alfrēds	m	
Alfríkr	m	
Alfvin	m	
Alfwin	m	Alboin
Algar	m	
Algautr	m	
Alger	m	
Algernon	m	
Algimantas	m	Algis
Algirdas	m	Algis
Algis	m	Algimantas,Algirdas
Algot	m	
Alhaji	m	
Al-Hasan	m	Hasan,Hassan,Husain,Husayn,Hussain,Hussein
Alhassan	m	Alassane,Lassana
Alheri	f	
'Ali	m	Ali
Äli	m	Ali
Əli	m	
Ali	mf	Alease,Alecia,Alesha,Alesia,Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexina,'Ali,Äli,Alice,Alicia,Alija,Alisha,Alison,Alissa,Alisson,Allie,Allison,Ally,Allyson,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyson,Alyssa,Alyssia,Elisha,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Zandra
Alia	f	Aaliyah,Aliya,Aliyah,Aliyya,Aliyyah,Alya
Aliah	f	Aaliyah,Aleah
Aliaksandr	m	Alyaksandr
Aliaksandra	f	Alesya
Aliaksei	m	
Aliana	f	Alaina,Alana,Alanna,Alannah,Alayna,Allyn,Eliana,Elianna,Elliana,Ellianna,Lana
Ali Asaf	m	
Alibrand	m	
Alica	f	
Alice	f	Alease,Alecia,Alesha,Alesia,Ali,Alícia,Alicia,Alisha,Alison,Alissa,Alisson,Alix,Allie,Ally,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Elisha,Lisha
Alícia	f	Alice
Alicia	f	Alease,Alecia,Alesha,Alesia,Ali,Alice,Alisha,Alison,Alissa,Alisson,Alix,Allie,Ally,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Elisha,Lesia,Lisha,Lyssa
Alicja	f	Ala
Alida	f	Adelheid,Heida,Heide,Heidi
Aliénor	f	Éléonore
Alienòr	f	
Älihan	m	Alikhan
Alihan	m	
Aliisa	f	Alisa,Alli,Iisa
Alija	m	Ali
Alijah	m	Eli,Elijah
Alik	m	Albert,Aleks,Aleksandr,Alex,Alexandr,Alexsandr,Sanya,Sasha,Sashok,Shura
Alikhan	m	Älihan
Aliki	f	Kiki
Alim	m	
Alimjan	m	
Alin	m	
Alīna	f	Adelīna
Alina	f	Adelina,Ala,Albina,Alya
Alinafe	fm	
Aline	f	Adaline,Adalyn,Adalynn,Addie,Addilyn,Addy,Adelina,Adeline,Adelyn,Adelynn,Aileen,Alene,Eileen,Ilene,Lina,Line,Linette,Lyna
Älinūr	m	Alinūr
Alinūr	m	Älinūr
Aliona	f	Alyona,Alyonka,Elena,Lena,Yelena
Alireza	m	
Alirio	m	
Alis	f	
Alisa	f	Aliisa,Alli,Iisa
Alise	f	Alease,Alecia,Alesha,Alesia,Ali,Alice,Alicia,Alisha,Alissa,Allie,Ally,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Elisha
Älışer	m	Alisher
Alisha	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Elisha,Lesia,Lisha,Lyssa
Alisher	m	Älışer
Alishia	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Elisha,Lesia,Lisha,Lyssa
Alisia	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Elisha,Lesia,Lisha,Lyssa
Alison	fm	Ali,Alice,Alicia,Alisson,Alix,Allie,Allison,Ally,Allyson,Alyson
Alissa	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Elisha,Lesia,Lisha,Lyssa
Alisson	mf	Ali,Alice,Alicia,Alison,Alix,Allie,Allison,Ally,Allyson,Alyson
Alistair	m	Alasdair,Alastair,Alister,Ally
Alister	m	Alasdair,Alastair,Alistair,Ally
Alisya	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Elisha,Lesia,Lisha,Lyssa
Alita	f	
Alivia	f	Liv,Livia,Livvy,Livy,Olivia,Ollie
Alix	fm	Alice,Alicia,Alison,Alisson
Əlixan	m	
Äliya	f	
Aliya	f	Aaliyah,Alia,Aliyah,Aliyya,Aliyyah
Aliyə	f	
Aliyah	f	Aaliyah,Alia,Aliya,Aliyya,Aliyyah
Aliye	f	
Aliyu	m	
Aliyya	f	Alia,Aliya,Aliyah,Aliyyah
Aliyyah	f	Alia,Aliya,Aliyah,Aliyya
Alíz	f	Aliz
Aliz	f	Alíz
Aliza	f	
Alize	f	
Alizée	f	
Alja	f	Aleksandra,Saša,Saška
Aljaž	m	
Aljoša	mf	
Alkaios	m	Alcaeus
Alke	m	Adde,Ade,Aike,Ale,Alle,Atse
Alkeides	m	Alcides
Alkestis	f	Alcestis
Alket	m	
Alketa	f	
Alketas	m	Alcetas
Alkibiades	m	Alcibiades
Alkinoe	f	
Alkinoos	m	Alcinous
Alkippe	f	Alcippe
Alkiviadis	m	
Alkmene	f	Alcmene
Alkmini	f	
Alkyone	f	Alcyone,Halcyone,Halkyone
Alla	f	Allochka
Allah	m	
Allahverdi	m	
Allain	m	Alain,Alan
Allan	m	Ailean,Al,Alan,Allen,Allyn
Allana	f	Alaina,Alana,Alanna,Alannah,Alayna,Aliana,Allyn,Lana
Allannah	f	Alaina,Alana,Alanna,Alannah,Alayna,Aliana,Allyn
Allard	m	
Alle	m	Adde,Ade,Aike,Ale,Alke,Atse
Allegra	f	
Allegria	f	
Allen	m	Al,Alan,Allan,Allyn
Alli	f	Aliisa,Alisa,Iisa
Allie	f	Alease,Alecia,Alesha,Alesia,Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexina,Ali,Alice,Alicia,Alisha,Alison,Alissa,Alisson,Allison,Ally,Allyson,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyson,Alyssa,Alyssia,Elisha,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Zandra
Allison	fm	Ali,Alison,Alisson,Allie,Ally,Allyson,Alyson
Allissa	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Elisha,Lesia,Lisha,Lyssa
Allochka	f	Alla
Allon	m	
Ally	fm	Alasdair,Alastair,Alease,Alecia,Alesha,Alesia,Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexina,Ali,Alice,Alicia,Alisha,Alison,Alissa,Alisson,Alistair,Alister,Allie,Allison,Allyson,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyson,Alyssa,Alyssia,Elisha,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Zandra
Allycia	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Elisha,Lesia,Lisha,Lyssa
Allyn	mf	Al,Alaina,Alan,Alana,Alanna,Alannah,Alayna,Aliana,Allan,Allen,Lana
Allyson	f	Ali,Alison,Alisson,Allie,Allison,Ally,Alyson
Alma	fm	
Almantas	m	
Almas	fm	Almaz
Almast	f	
Almaz	mf	Almas
Almazbek	m	
Almir	m	Almiro
Almira	f	Elmira
Almiro	m	Almir
Almog	mf	
Álmos	m	
Almudena	f	
Alodia	f	
Álǫf	f	
Alofa	fm	
Aloïs	m	Aloïse,Aloyse,Loïs
Alois	m	
Aloïse	mf	Aloïs,Aloyse,Loïs
Aloisia	f	
Aloisie	f	
Aloísio	m	
Aloisio	m	Alvise
Alojz	m	Alojzij,Alojzije,Lojze
Alojzia	f	
Alojzij	m	Alojz,Lojze
Alojzija	f	
Alojzije	m	Alojz
Alojzy	m	
Alon	m	
Alona	f	
Alondra	f	
Alonso	m	Alfonso
Alonzo	m	Alphonso,Lon,Lonnie,Lonny
Alora	f	Elora
Aloys	m	Aloysius
Aloyse	m	Aloïs,Aloïse,Loïs
Aloysia	f	
Aloysius	m	Aloys
Alp	m	
Alparslan	m	Alpaslan
Alpaslan	m	Alparslan
Alper	m	
Alperen	m	
Alpertti	m	Albert,Altti,Pertti
Alpha	fm	
Alphaeus	m	
Alphaios	m	
Alphege	m	
Alphius	m	
Alphonse	m	
Alphonsine	f	
Alphonso	m	Alonzo
Alphonsus	m	Aþalafuns
Alphonzo	m	Alonzo,Alphonso
Alpin	m	Ailpean
Alpo	m	
Alsu	f	
Alta	f	
Altagracia	f	
Altair	m	
Altan	mf	
Altansarnai	f	
Altantsetseg	f	
Alte	fm	
Alter	m	
Althaea	f	
Althaia	f	Althea
Althea	f	Althaia
Altin	m	
Alton	m	
Altti	m	Albert
Altwidus	m	
Altynai	f	Altynay
Altynay	f	Altynai
Altynbek	m	
Aludra	f	Adhara
Alun	m	
Alv	m	Alf
Alva	fm	
Alvah	m	
Alvar	m	
Alvard	f	
Álvaro	m	
Alvaro	m	
Alvarus	m	
Alve	m	Alf
Alvena	f	Alvina,Elvina
Alvilda	f	
Alvilde	f	Alfhild,Vilde
Alvin	m	Elvin
Alvina	f	Alvena,Elvina
Alvis	m	Alvíss
Alvise	m	
Alvíss	m	Alvis
Alvydas	m	
Alwilda	f	
Alwin	m	Adalwin
Alwine	f	
Alwyn	m	
Alya	f	Albina,Aleks,Aleksandra,Aleksandrina,Alesya,Alexandra,Alia,Alina,Asya,Sanya,Sasha,Sashenka,Shura
Alyaksandr	m	Aliaksandr
Alyce	f	Alease,Alecia,Alesha,Alesia,Ali,Alice,Alicia,Alisha,Alissa,Allie,Ally,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Elisha
Alycia	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Elisha,Lesia,Lisha,Lyssa
Alyona	f	Aliona,Alyonka,Elena,Lena,Yelena
Alyonka	f	Aliona,Alyona,Elena,Lena,Yelena
Alyosha	m	Aleks,Aleksei,Aleksey,Alex,Alexei,Alexey,Lyosha
Alys	f	Alease,Alecia,Alesha,Alesia,Ali,Alice,Alicia,Alisha,Alissa,Allie,Ally,Alyce,Alycia,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Elisha
Alysa	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alyse,Alysha,Alysia,Alyssa,Alyssia,Elisha,Lesia,Lisha,Lyssa
Alyse	f	Alease,Alecia,Alesha,Alesia,Ali,Alice,Alicia,Alisha,Alissa,Allie,Ally,Alyce,Alycia,Alys,Alysa,Alysha,Alysia,Alyssa,Alyssia,Elisha
Alysha	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysia,Alyssa,Alyssia,Elisha,Lesia,Lisha,Lyssa
Alysia	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alyssa,Alyssia,Elisha,Lesia,Lisha,Lyssa
Alyson	f	Ali,Alison,Alisson,Allie,Allison,Ally,Allyson
Alyssa	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssia,Elisha,Lesia,Lisha,Lyssa
Alyssia	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Elisha,Lesia,Lisha,Lyssa
Alyx	f	Alex,Alexa,Alexandra,Alexandrea,Alexandria,Ali,Allie,Ally,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Zandra
Alžběta	f	Eliška
Alžbeta	f	Eliška
Alzira	f	
Alzire	f	
Ama	f	
Amabel	f	Anabella,Anabelle,Annabel,Annabella,Annabelle,Arabella,Bella,Mabel,Mabelle,Mable,Mae,May,Maybell,Maybelle
Amabilia	f	
Amabilis	m	
Amable	mf	
Amada	f	
Amadej	m	
Amadeo	m	
Amadeu	m	
Amadeus	m	
Amadeusz	m	
Amadi	m	
Amadioha	m	
Amadís	m	Amadis
Amadis	m	Amadís
Amado	m	
Amador	m	
Amadou	m	Amadu
Amadu	m	Amadou
Amahia	f	Amaia,Amaya
Amahle	mf	
Amaia	f	Amahia,Amaya
Amaka	f	Chi,Chiamaka,Chichi
Amal	fm	
Amala	f	
Amalabairga	f	Amalaberga
Amalaberga	f	Amalabairga
Amalareiks	m	Amalaric,Amalric
Amalaric	m	Amalareiks,Amalric
Amalasuintha	f	Amalaswinþa
Amalaswinþa	f	Amalasuintha
Amalberga	f	
Amalbert	m	
Amalgaid	m	
Amália	f	
Amalia	f	Amelina
Amálie	f	
Amalie	f	
Amalija	f	
Amaliya	f	
Amalric	m	Amalareiks,Amalaric
Amalrich	m	
Amalthea	f	Amaltheia
Amaltheia	f	Amalthea
Aman Allah	m	Amanullah
Amâncio	m	
Amancio	m	
Amand	m	
Amanda	f	Mandi,Mandy
Amandeep	mf	
Amandine	f	
Amando	m	
Amandus	m	
Amane	f	
Amani	f	Amany
Amantius	m	
Amanullah	m	Aman Allah
Amany	f	Amani
Amar	m	'Ammar,Ammar
Amara	f	
Amarachi	f	
Amaranta	f	
Amarante	f	
Amarantha	f	
Amardeep	mf	
Amare	m	
Amari	mf	
Amariah	m	
Amarilis	f	
Amarjeet	mf	
Amaro	m	
Amaru	m	
Amaruq	m	
'Amaryahu	m	
Amaryllis	f	
Amastan	m	
Amata	f	
Amaterasu	f	
Amato	m	
Amator	m	
Amatore	m	
Amatus	m	
'Amatzyahu	m	
Amaury	m	
Amaya	f	Amahia,Amaia,Amayah
Amayah	f	Amaya
Amayas	m	
Amaziah	m	
Ambakoum	m	
Ámbar	f	
Amber	f	
Amberly	f	
Amberlynn	f	
Ambra	f	
Ambram	m	
Ambre	f	
Ambrogino	m	Ambrogio
Ambrogio	m	
Ambroise	m	
Ambroos	m	Broos
Ambrose	m	
Ambrosi	m	
Ambrosia	f	
Ambrosine	f	
Ambrósio	m	
Ambrosio	m	
Ambrosios	m	Ambrosius
Ambrosius	m	Ambrosios
Ambrož	m	
Ambrozije	m	
Ambroży	m	
Ambrus	m	
Amé	m	
Amedea	f	
Amédée	m	
Amedeo	m	
Amée	f	
Ameer	m	Aamir,Amir
Ameera	f	Amira,Amirah
Amel	mf	Aamaal
Amela	f	
Ameli	f	
Amélia	f	
Amèlia	f	
Amelia	f	Emelia,Millie,Milly
Amélie	f	
Amelie	f	
Amēlija	f	
Amelija	f	
Amelina	f	Amalia
Ameliya	f	
Amen	m	Ammon,Amon,Amun,Yamanu
Amenemhat	m	Amenemhet
Amenemhet	m	Amenemhat
Amenhotep	m	
Ameohne'e	f	
Ameqran	m	
Amer	m	'Aamir,Aamir
Ameretat	f	Amordad,Amurdad,Mordad
América	f	
America	f	
Américo	m	
Amerigo	m	
Amery	mf	Emerie,Emery,Emory
Amethyst	f	
Amets	mf	
Ametz	m	
Ameyalli	f	
Ameẓyan	m	
